"id","title","description","manufacturer","price"
"b000ri161w","spy sweeper antivirus/child safe","spy sweeper antivirus/child safe 1-pc (win 2000 xp vista)","webroot software","39.95"
"b000ayxld4","rollercoaster tycoon 3 (mac)","released back 1999 original rollercoaster tycoon took gaming world surprise managing capture attention hardcore gamers casual novice alike. rollercoaster tycoon 3 contains charm joy original wrap spectacular three-dimensional package. rotate camera zoom allows clearly see new ride placed exactly fit park. 3d rendering also show height depth superfluous change really assist building custom attractions. knew constructing running amusement park could much fun? first time build operate attend amusement park dream rollercoaster tycoon 3. take front row seat ride zoom along pal. view larger. speaking pal -- completely personalized unique facial expression behaviors. view larger. knew constructing running amusement park could much fun? view larger. rollercoaster tycoon 3 allows four mode play: tutorial career sandbox custom scenario. tutorial mode let quickly learn experiment set make use game elements. sandbox mode provides large map unlimited money make ride scenery shop path immediately available. mode great fun creating super amusement park always wanted without worrying game element time limits. custom scenario name suggests let set rule requirement using game engine. share custom scenario friend find one people created posted online. career mode constitutes main gameplay bit different past three goal set increasing difficulty scenario. job career mode build theme park dream accomplishing certain goal scenario. goal range pleasing vip like clean park coaster certain excitement value keeping certain number people referred game peep park specific amount time. ultimate goal besides providing entertainment work way apprentice though entrepreneur eventually reach lofty height tycoon. rollercoaster tycoon 3 includes host nice-touch elements. firework display well editor let customize fireworks. add music play time certain ride firework show. light night stunning park-wide lighting system take breathtaking vista nature intended realistic sunset moonlight more. even coaster cam put right action. take front row seat ride zoom along peep. (the camera amazing job showing death spiral coaster feel like might want play least hour eaten.) speaking pal -- completely personalized fully-animated individual unique facial expression behaviors. example teenager often run straight high-excitement level coaster younger kid like stay gentle ride older folk tend complain chase set kid around. even create family member friend add park actually take picture download directly document folder. there's also lot content explore rollercoaster tycoon 3 includes five separate theme including generic spooky western adventure sci-fi. theme distinctive ride amusement shop well animatronics decorations. game's sweeping variety let virtually anything setting water ride mechanical great-white shark lurching water creating roller coaster straight imagination. 18 distinct scenario game two playable unlocked. beating apprentice level difficulty initially unlocked scenario unlock new scenario beat much difficult entrepreneur tycoon setting level unlock final two scenarios. come creative aspect game rollercoaster tycoon 3 allow player create spectacular park level detail they're sure love. fan first two version love one. never played original love theme park owe give rollercoaster tycoon 3 try.","aspyr medium","49.99"
"b0009i5sgy","webroot spysweeper antispyware - 3 user","desktop firewall/spy sweeper bundle block unwanted intrusion pc defend growing world online threats. webroot desktop firewall block alert incoming traffic put stealth mode pc safety monitor inbound & outbound traffic. spy sweeper protects spyware danger invasiveness lead to.","webroot software","39.99"
"b000mcianu","poser 7 win 2000 xp mac o 10.4 &","poser 7 help create realistic advanced 3d characters. output human figure multiple style well multiple file formats. all-new character morphing tool aid artist developing impressive accurate human figure. use camera control like film director -- set ideal camera shot image animation frame realistic lighting - add color cast shadow create specific effect set tone scene bone rigging creates fully poseable poser figure 3d object easy step inverse kinematics (ik) delivers natural character motion modeling hierarchical interaction bone joint new opengl hardware acceleration scene preview letting maximize rendering time photo-based facial mapping lifelike facial modeling texture map","aladdin system","199.99"
"b000k6b3zu","steinberg cubase studio 4","steinberg's cubase studio 4 perfect music creation production system composer producers. come brand-new vst3 plug-in set integrated virtual instrument providing 600 sound professional notation feature including score layout printing. unique soundframe universal sound manager powerful combination track presets instrument track mediabay database organizes sound every instrument studio software hardware. cubase studio 4 based cubase 4 core technology. redesigned user interface includes many new feature speed workflow boost creativity new levels. features: world-class audio engine processing mixing environment including extended vst mixer soundframe universal sound manager manages sound source unique combination timeline-based pattern-style arranging composing using steinberg's exclusive play order track professional notation score layout printing feature based cubase 4 core technology support mac ppc/intel universal binary new cubase studio 4: two new virtual instrument 350 sound 47 plugins including 25 new vst3 plug-in mediabay- universal medium integration including&nbsp;soundframe -&nbsp; universal sound manager professional notation score printing dedicated menu symbol&nbsp;inspector two new score font full extend...","steinberg","499.99"
"b0009jgv50","john deere: busy day deerfield valley","dig build play valley! lot deerfield valley busy town danny dozer friend live work play. danny barney backhoe eddie excavator friend ready get work whether building new library fixing bridge digging hole water pipes. features: explore deerfield valley: meet danny dozer friend move bucket blade try catch rascally raccoon explore town deerfield valley. pipework: help eddie excavator lay water pipe new construction area. match color choose right pipe danny dozer fill hole! fix bridge: help luke loader bring plank deerfield valley bridge. plank different shape one plank fit. find right one? build new library: help danny dozer clean construction site library moving brick pipe pile. sandbox play zone: danny dozer barney backhoe eddie excavator grady grader luke loader! dig hole push dirt gravel scoop sand busy work site. surprise delivery: help j.t. maze road help deliver surprise friend deerfield valley. pick correct path get j.t. surprise center town.","destineer publishing","19.99"
"b000qxd2tm","genuine fractal print pro 5 1u","genuine fractal print pro 5 give extraordinary image enlargement greater flexibility. photographer graphic artist digital imaging professional love ability make resolution-independent image files. genuine fractal produce output size remaining small enough edit real time store locally transmit remotely. support photoshop color mode including cmyk cie-lab easy encoding rendering rgb (8- 16-bit) multi-channel grayscale image (8-bit only) scale 700% without image degradation batch encode preview window","onone software","299.95"
"b000bsfs3k","history (dvd) (pc & mac)","history dvd take journey back time learn life past -- people event shaped born. world u.s. history included.","fogware publishing","0.0"
"b00005aycg","punch! master landscape & home design","master landscape & home design offer nine program one easy-to-use interface help design home exterior landscape projects. suite includes extensive sortable planting library organized nursery-standard zones. deck home exterior topography option add realism. new technology allows integrate photo home allowing walk fly creation 3-d.use 3-d exterior home design program view home thousand subtle paint color choice design walk-out basement split-level design slope tool. clearview tool render design glass-house effect giving wire-frame perspective topography without landscape plantings. user-definable database help find right planting planting zone based search criteria. 2 000 selection flower shrub tree ornamental grass ground cover featured. design landscape estimator compiles planting information producing report editable printable exportable spreadsheet format.design perfect deck home plan ultimate deck. multilevel multistory deck 3-d photorealistic texture stair railing object placement color capability give ability design exactly deck want. deck wizard walk railing baluster option more. user also create object scratch modify existing selection library. change color fabric pattern texture use creation furnish home plan.","punch! software","59.99"
"b000fcyts2","zend studio 5.1 (win/mac)","zend studio 5 integrated development environment (ide) available professional developer encompasses development component necessary full php application lifecycle. comprehensive set editing debugging analysis optimization database tool zend studio 5 speed development cycle simplifies complex projects. view database structure manage content zend sql explorer advanced debugging feature local remote php debugging manage source code effectively using cv subversion directly within zend studio","zend technology inc.","299.0"
"b000g0lkcg","pitstop pro 7.0","pitstop pro 7.0","enfocus software","699.0"
"b0006vc3vc","3d bridge deluxe (mac)","bridge. heard it. play online using award winning 3d cardgames engine see really good say. take weekly bridge party across world anyone everyone hankering popular game.3d bridge deluxe great way beginner learn game tutorial give enough basic play online real people get ranking gamesmith game server. waiting for? way beating in-laws!!features:many bidding styles: weak 2 bid weak jump overcall takeout double cuebids slam bidding blackwood convention gerber convention stayman convention jacoby transfer voice recognition 3d animated interchangeable talking opponent best card game engine inna da world.","freeverse software","24.99"
"b00006iqth","halo (mac)","halo take deep far future fate humanity hanging shooting skills!","macsoft","29.99"
"b000he9psc","print shop 22 pro publisher deluxe sb c print shop","print shop 22 pro publisher deluxe delivers creative tool print shop product along professional feature need take control business communications. 400 000+ premium image & graphic plus! 22 000 professionally designed project templates! packed text layout tool need easily create high quality project including multi-page brochure stationery cd/dvd label newsletter more. enhanced photo editing tool provide professional touch need make photo look best. whether create slideshows burn cd resize mobile phone design publish web page showcasing photo easier ever. new project size option photo quality printing borderless print feature mean project refined look want. dynamic project image search capability help quickly effortless find saved project perfect image graphic creation. easy share option export project multiple file type including pdf jpeg tiff gif much more! even manage time calender creator express address book improved mail merge effortless mailing every time!","encore software","99.95"
"b000pgvk5s","apple final cut studio 2 (mac)","final cut studio 2 delivers integrated post-production solution let move effortlessly editing color grading creating motion graphic sculpting audio multiformat encoding dvd authoring. powerful new version feature final cut pro 6 motion 3 soundtrack pro 2 compressor 3 dvd studio pro 4 color newest member suite. craft perfect story using tightly integrated innovative suite product created specifically video editors. xml share project data quicktime seamlessly move medium system final cut studio 2 fit virtually production pipeline newsroom. editing unleashed final cut studio 2 help take beyond mere editing. discover intuitive power new creative tool designed expressly final cut pro editors. rapidly move editing motion graphic audio editing mixing color grading delivery--all natural extension work already do. final cut studio 2 put powerful new version final cut pro center integrated post-production workflow. final cut studio 2 includes final cut pro 6 motion 3 soundtrack pro 2 compressor 3 dvd studio pro 4 color--a brand-new application professional color grading. final cut world independent filmmakers. hollywood film editors. corporate video event producers. editor hourly deadline cutting broadcast spot network news. hundred thousand creative professional world made final cut pro first choice editing. rapidly become industry standard. building success apple designed application final cut studio 2 final cut pro editor mind. start working quickly intuitive tool familiar interfaces. whenever ready precise control comprehensive set feature click away. editor's choice final cut studio 2 fast fluid flexible. use laptop location desktop studio. start tool already use today extend reach ready. final cut studio 2 everything need single product. edit. use final cut pro 6 native editing virtually format--from dv sd hdv xdcam hd dvcpro hd fully uncompressed hd. use prores 422 new post-production format apple offer uncompressed hd quality sd file sizes. drag clip different format even different frame rate new open format timeline. animate. create stunning 2d 3d motion graphic real time motion 3 fastest intuitive way animate express creative vision. drag drop make dramatic particle effect explode 3d space; form vector-based paint stroke swish pen. new motion master template let edit text drop video without leaving final cut pro. mix. record edit dialogue add music effect complete mix ease. soundtrack pro 2 let work faster ever new streamlined interface. even produce surround sound using innovative visual tools. make change edit final cut pro rapidly update audio mix powerful conform feature soundtrack pro. grade. give production signature look create consistent feel shot different sources. color newest member final cut studio family offering professional color grading elevate quality production. deliver. use compressor 3 create pristine-quality output wide range delivery formats--including web ipod iphone apple tv broadcast servers. streamlined new interface let batch-process encoding point-and-click ease. film destination use cinema tool 4 output film list combine timecode keycode single list. use dvd studio pro 4 professional dvd authoring mastering. post-production without wall final cut studio 2 product. platform. open standard encourage innovation giving developer partner freedom create custom solutions. xml share project data quicktime seamlessly move medium system final cut studio 2 fit virtually production pipeline newsroom. whether working group 2 200 final cut studio let collaborate ease. share medium seamlessly across multiple workstation xsan. use final cut server--with without xsan--for medium asset management workflow automation deeply integrated final cut studio 2. whether cutting commercial editing feature film pushing nightly news final cut server help work faster whenever working together. final cut pro 6one timeline. infinite possibilities. mix match source material--both format frame rates--in real time using new open format timeline final cut pro 6. create exactly look want project complete set professional color grading finishing tool color. easily create sophisticated 3d environment depth realism--with real-time 3d multiplane compositing tool motion 3. fly audio editing mixing create immersive soundtrack easily conform audio video edits using new streamlined interface soundtrack pro 2. deliver best work quickly easily virtually format encoding hands-free local mac across network connected mac system compressor 3. produce sophisticated fully interactive studio-quality dvd title drag-and-drop ease using dvd studio pro 4. first choice professional editor worldwide final cut pro 6 delivers high performance digital nonlinear editing native support virtually video format facility-class extensibility interoperability. workflow extends final cut studio application final cut server even power. whether working solo collaborating team final cut pro give creative option technical control ever including: broad format support incredible real-time effect comprehensive editing tool expanded power hub final cut studio open extensible architecture colorcolor grading house. color grading involves color correction. different soundtrack make particular scene feel humorous romantic menacing look created color grade radically alter tone mood sequence. color apple's new professional color grading application make easy editor create signature look project ranging short video piece full-length theatrical films. color offer following key features: real-time professional color grading dramatic color effect cinema-quality signature look final cut studio workflow motion 3now playing 3d. motion 3 take complexity 3d extending 2d tool already use. intuitive interface rich toolset limit imagination. send particle exploding space. swing camera around object breathtaking ease. squiggle vector-based paint stroke 3d cosmos. motion 3 let create 3d motion graphic drag-and-drop ease startling performance unprecedented color fidelity. powerful upgrade apple's award-winning motion graphic software features: intuitive real-time design environment flexible animation tool 3d motion graphic done right breathtaking filter effect numerous time-saving feature soundtrack pro 2the next wave audio post. soundtrack pro 2 offer unprecedented convenience power editors. fly audio editing mixing new streamlined interface combine multitrack timeline waveform editor single view. easily create immersive soundtrack innovative surround sound tools. automatically conform audio edit change made video edit. familiar interface intuitive tool soundtrack pro final cut pro audio post-production. key feature soundtrack pro 2 include: streamlined multitrack interface professional editing dialogue tool intuitive surround sound automatic audio conform process intelligent workflow compressor 3create once. debut everywhere. increasing demand medium distribution multiple formats--ranging hd broadcast ipod screen--it's important ever able output file efficiently keeping quality high. streamlined interface compressor 3 let quickly configure batch process encoding wide range industry standard formats. create format standard conversion pristine quality sophisticated optical flow technology. ultimate high-speed workflow set distributed encoding shared-media network powered xsan. key feature compressor 3 include: streamlined encoding workflow industry-standard encoding support pristine format conversion distributed encoding dvd studio pro 4simply powerful dvd authoring. dvd studio pro 4 make easy extend creative vision every aspect dvd authoring. whether project simple sophisticated enjoy using familiar easy-to-use tool produce perfect presentation sd hd content. comprehensive set advanced feature available whenever want control. key feature dvd studio pro 4 include: intuitive design environment professional authoring tool versatile dvd mastering post-production workgroups collaborate small team editor boutique post-production facility. build custom workfl ow global news network. whether sharing small number medium asset lan supporting hundred editor san final cut studio make easy everyone work together. shared medium asset small workgroups share medium lan wan copying asset shared volume local workstation. scalable high-performance shared storage solution final cut studio editor collaborate fibre channel storage area network (san) powered xsan. xsan every editor project concurrent access source medium file never need transfer asset workstations. mac system access shared file san storage directly attached. xsan support hundred concurrent client easily expanded provide storage capacity bandwidth need grow. asset management workflow automation meet final cut server apple's powerful new medium asset management workflow automation software. final cut server take headache managing large collection medium file extends tracking job status managing review approval automating complex sequence tasks--all apple's legendary ease use single product designed work seamlessly final cut studio. final cut server combine server software designed run mac o x cross-platform client run either macintosh windows-based computers. collaborate lan wan small number user leverage power xsan share medium across large number workstations.","apple","1299.0"
"b0002x9a1u","railroad tycoon 3 (mac)","railroad tycoon 3 take golden era railroading challenge make fortune! player begin modest sum capital expand business becomes empire. also manipulate realistic stock market build massive fortune running railroad bankruptcy. carve cross-country route -- build tunnel overpass bridge river bay canyon","macsoft","19.99"
"b000h3lza4","logic express 7.2 upgrade logic â express 6","logic express 7.2 help musician take full advantage ability new mac computers. songwriter produce impressive demo song incorporating audio recording sample-based sound virtual instrument entirely computer. enjoy enhanced support prominent third-party product well project compatibility garageband 3. logic express 7.2 also provides support stereo rewire object clearly label incoming rewire stream reflect source application. logic express 7.2 allows play back aac apple lossless file directly ensures project compatibility garageband 3 smaller file sizes. 27 software instrument including garageband instrument es1 efm1 esm esp ese synthesizer 40 effect plug-in including guitar amp preset multipressor platinumverb compressor bitcrusher autofilter phaser save/load channel strip instrument plug-in configuration advanced midi sequencing 300 definable key midi command 90 recallable screen configuration interactive edit window setup assistant easy system configuration fast offline bouncing single multiple track tempo signature transpose video track support apple loop (more 1 000 apple loop included) audio unit plug-in support garageband song file import open tl file import aac mp3 import export full integration reason live rewire-compatible application system requirement - macintosh computer intel powerpc g4 g5 processor 512mb ram mac o x v10.4.3 later 6gb available hard drive space dvd drive software installation low-latency multi-i/o audio hardware midi interface recommended crossgrade requirement - logic express 7.2 required use intel-based macintosh computers. take advantage crossgrade logic express 7.2 must","apple computer (direct)","99.0"
"b000b6n2o4","webroot spy sweeper antispyware 5.x","spy sweeper (small box) (win 98 2000 xp)","webroot software","29.95"
"b000enucs8","punch! master landscape professional & home design v 10.0","master landscape pro home design make simple realize full potential landscaping design projects. got powerful robust way edit specify precise dimension display option more. also new enhancement photorealistic lighting custom object more. punch! powertools expand functionality design add flexibility landscaping design experience. import export all. dwg file complete framing editor deck wizard layout manager curved wall tool punch! animator powertools","punch! software","69.95"
"b000gaqlxe","aquazone bass edition","aquazone bass edition mini box window xp/w2k/mac osx10.3 newer","smith micro software","19.99"
"b00021lrw2","dk rainbow fish beautiful fish ocean","one stormy night rainbow fish slept ocean floor beautiful sparkling scale stolen three cunning crabs. rainbow fish need help get back.children join rainbow fish adorable friend underwater adventure. completing series game challenge child gradually piece together information need lead crab stolen scales. every shape match correctly every melody recognize every game complete take little bit closer finding scale making rainbow fish beautiful again. interactive story animation song music 15 learning game activity including matching pair action game logic puzzle two difficulty level keep child challenged lot loveable 3d character meet like head toe twin fish hermit eleanor octopus many includes eight hour play time many exciting underwater place explore feature print shop child color favorite character screen print","encore","9.99"
"b000ndibl4","adobe creative suite cs3 master collection upsell","note: upsell version adobe creative suite 3 master collection. follow idea anywhere adobe creative suite 3 master collection upsell software comprehensive creative environment featuring highly integrated exceptionally productive tools. master collection value-packed offering help meet deadline express creative vision print web interactive film video mobile design. photoshop cs3 extended new dimension digital imaging illustrator cs3 powerful vector graphic creation indesign cs3 professional page design flash cs3 professional creating rich interactive content dreamweaver cs3 developing standards-based website application acrobat 8 professional adobe pdf creation collaboration firework cs3 web prototyping designing adobe premiere pro cs3 capturing editing delivering video adobe encore cs3 preparing dvd title adobe effect cs3 professional industry-standard motion graphic visual effect design across medium blur boundary break rule pursuit vision--master collection equips take design anywhere want go. adobe creative suite 3 master collection software comprehensive creative environment feature highly integrated all-new version professional design web video mobile tool adobe. combine best creative suite 3 design premium web premium production premium edition productivity feature let produce content virtually media--print web interactive film video mobile--in one value-packed offering. audience benefit design professionals--expand creative horizon express idea virtually medium using adobe creative suite 3 master collection software. creative suite 3 master collection let design across medium combining all-new version essential tool professional print web interactive motion film video mobile design--plus adobe pdf workflows--with feature exceptional productivity. visually manage creative asset coordinate project efficiently preview mobile content preview video composition without rendering collaborate effectively colleague using master collection. blur boundary break rule explore express idea highly integrated productive tool creative suite 3 master collection. web design professionals--take content beyond web express idea virtually medium using adobe creative suite 3 master collection software. creative suite 3 master collection let design across medium combining all-new version essential tool professional web interactive motion film video mobile design--and even print design adobe pdf workflows--with feature exceptional productivity. include video websites; design print deliverables; enjoy efficient workflows; keep current technology industry standard best practices. blur boundary break rule explore express idea highly integrated productive tool creative suite 3 master collection. film video professionals--tell compelling story virtually medium using adobe creative suite 3 master collection software. creative suite 3 master collection let design across medium combining all-new version essential tool professional film video motion interactive web mobile design--even print design adobe pdf workflows--with feature exceptional productivity. promote work print web convey emotionally compelling content increase production value ever-shrinking budgets. blur boundary break rule explore express idea highly integrated productive tool creative suite 3 master collection. visually manage asset adobe bridge test mobile design adobe device central coordinate team member using adobe version cue host real-time web-based meeting adobe acrobat connect top reason buy adobe creative suite 3 master collection latest greatest creative tool discover new level creative opportunity efficiency all-new version professional adobe tool print web interactive film video mobile design. comprehensive creative environment combine latest version of: adobe indesign cs3 professional page design adobe photoshop cs3 extended new dimension digital imaging adobe illustrator cs3 powerful vector graphic creation adobe acrobat 8 professional adobe pdf creation collaboration adobe flash cs3 professional creating rich interactive content adobe dreamweaver cs3 developing standards-based website application adobe firework cs3 web prototyping designing adobe contribute cs3 updating website blog adobe effect cs3 professional industry-standard motion graphic visual effect adobe premiere pro cs3 capturing editing delivering video adobe encore cs3 preparing dvd title adobe soundbooth cs3 creating editing audio quickly intuitively amazing value expand technical skill without breaking budget. creative suite 3 master collection combine best design premium web premium production premium edition one value-packed offering. highly efficient integration work productively ever thanks exceptional integration tool master collection. come speed quickly help consistent interface across many creative tools--including new standard adobe interface flash--and easily exchange native file format streamline content creation across design disciplines. import layered photoshop file illustrator indesign firework flash effect adobe premiere pro encore copy paste photoshop dreamweaver. export indesign file xhtml jump-start web design dreamweaver. paint video layer photoshop cs3 extended export variety video format including flash video (flv) incorporate website effect adobe premiere pro project. much more. easy collaboration designer developer produce rich engaging content freely deployed web wide variety mobile devices. quickly copy motion actionscript 3.0 language hand flash developer use script automate task across component software. master collection offer robust feature producing deploying cutting-edge content well improving efficiency designer developers. complete creative freedom whether need produce printed brochure compelling website rich interactive experience engaging mobile content story told motion sound find perfect mode expression idea master collection. also find learning resource css-based web-page starting point animation presets support quickly getting high-quality result design discipline starting explore. tool grow business venture new creative territory master collection offer everything need excel core discipline well meet changing customer requirement expand creative business new directions. streamlined cross-media publishing easily publish content multiple media. preview photoshop illustrator artwork mobile device using device central cs3. prepare audio soundbooth layer video adobe premiere pro--and export result flv use website. repurpose indesign layout using xml export indesign layout xhtml open dreamweaver. master collection make easy leverage content multiple various final media. standards-based professional output high-quality print high-definition video master collection meet rigorous output criteria. offer professional output option need every design discipline print web video. adobe's ongoing focus open standard ensures work easily go wherever want. support latest mac window system experience ultimate performance running master collection natively intel based mac window vista pcs. work smoothly legacy powerpc based mac window xp system well. efficient installation management simplify installation software management using single installer serial number. install component install need additional component later (one user per license). improve efficiency incorporate tapeless workflow shoot using adobe onlocation cs3 monitor camera's video signal record directly computer hard drive. adobe soundbooth cs3 creating editing audio quickly intuitively additional feature tool take beyond print move beyond print design begin incorporate web interactive mobile even motion video design production repertoire. adobe creative suite 3 master collection offer essential tool need professional design print production well tool expand new disciplines--including learning resource support quickly getting speed area starting explore. easily reusable content incorporate layered photoshop illustrator file equal ease indesign layout animation created flash effect motion graphic adobe premiere pro video. even copy paste photoshop file directly dreamweaver web pages. export indesign layout xml xhtml reuse web print deliverable embed sound animation indesign layout export interactive adobe pdf files. complete cost-effective toolset expand technical skill without breaking budget. master collection combine everything need core discipline well tool grow skill (and business) new direction great value. richer compelling website create compelling dynamic website incorporating high-quality motion graphic video designs. adobe creative suite 3 master collection combine best adobe web interactive tools--flash cs3 professional dreamweaver cs3 contribute cs3 firework cs3--with best adobe motion video tools--after effect cs3 professional adobe premiere pro cs3 soundbooth cs3. tool take beyond web move beyond web design development begin incorporate print video mobile design production repertoire. master collection offer essential tool need professional web design well tool expand new disciplines--including learning resource support quickly getting speed area starting explore. complete cost-effective toolset expand technical skill without breaking budget. master collection combine everything need core discipline well tool grow skill (and business) new direction great value. tool promote project call attention motion graphic video film creating print web marketing materials. adobe creative suite 3 master collection offer essential tool need put idea motion well tool expand print web mobile publishing promote project grow business. efficient post-production solution efficiently handle aspect post-production importing editing footage creating title dvd menu showcase work effectively using high-quality standards-based output web mobile film video dvd. * online service including limited adobe stock photo acrobat connect may available country language currencies. availability service subject change. use online service governed term condition separate agreement may subject additional fees. detail visit www.adobe.com. adobe creative suite 3: what's edition? adobe creative suite 3 edition design premium design standard web premium web standard production premium master collection adobe photoshop cs3 extended adobe photoshop cs3 adobe illustrator cs3 adobe indesign cs3 adobe acrobat 8 professional adobe flash cs3 professional adobe dreamweaver cs3 adobe contribute cs3 adobe firework cs3 adobe effect cs3 professional adobe premiere pro cs3 adobe soundbooth cs3 adobe encore cs3 adobe onlocation * adobe ultra cs3 * additional feature service adobe creative suite 3 adobe bridge cs3 adobe version cue cs3 adobe device central cs3 adobe dynamic link adobe stock photo adobe acrobat connect * adobe ultra run microsoft window only. macintosh user adobe onlocation requires bootcamp window (purchased separately) separate windows-based computer.","adobe","1999.0"
"b000fdetx6","apple remote desktop 3 10 managed system","apple's remote desktop 3: unlimited managed system power simplify administrative task make managing networked mac o x system easy efficient. new version even option distributing software automating common task providing remote assistance organization. remote spotlight search give instant at-a-glance view remote computer network. automator action use third-party action create custom workflow save reuse needed. help get started 30 automator action included. autoinstall feature apple remote desktop 3 stage software install remote mobile offline systems. stage software computer back network apple remote desktop automatically update system. feature described below. special license 10 managed systems. user history report give detailed information using computer logged accessed computer smart computer list track computer easily -- specify set rule based 11 attributes; computer match rule set automatically get added list save frequently-used task task template reuse whenever need 30 sample unix script included help setting desktop picture time zone setting energy saving setting","apple","299.0"
"b000a0s3x6","caillou ready school (pc & mac)","caillou help young child make sense world teach learning growing greatest adventure all. includes 4 activity cd 4 printable workbook 2 set learning flash cards. teach alphabet counting color shape thinking skills.","brighter mind medium inc.","19.99"
"b000euhiug","totally spies: zombie jamboree (win/mac)","sam clover alex need help! aid girl solve mystery missing courier.","brighter mind medium inc.","9.95"
"b000eztvym","apple xsan (mac)","brand new full retail box","apple","0.0"
"b0006aao9g","business card composer (mac)","business card composer let create do-it-yourself business card beat professional ones. best tool create print excellent business card calling card badges. whatever profession interest communicate people improve image!","belight software","39.99"
"b000bx441w","emedia print music 2006 win/mac","printmusic! simply best entry level notation software. consider word processor printing music note instead text. designed le demanding user printmusic! easy use fun learn. developed budding composer work midi acoustic instruments. notation software provides output exceptional quality low price. everything need create play back print publisher-quality sheet music 24 staves. special set-up wizard help create full score music composition. mozart this! use hyperscribe enter note midi keyboard speedy note entry click note computer keyboard midi keyboard print color post score internet export midi file smart expression make tempo marking easy work window pc macintosh computer - pc - window 98/2000/nt/me/xp monitor 800x600 resolution cd-rom drive 256mb ram minimum (depending os) 200mb hard drive space required software user manual / macintosh - g4 o x recommended. o 10.2 higher 9.0.4 - 9.2.2 (9.2 recommended) monitor 800x600 resolution cd-rom drive 256mb ram recommended (128 mb may sufficient o 9) 200 mb hard drive space required software user manual.","makemusic!","69.99"
"b0002735fi","adobe solution expert support","expert adobe solution support","adobe","299.0"
"b000bs5ibm","totally spies: total swamp romp (pc & mac)","totally spy control girl woohp: world organization human protection. like cartoon lead beverly hill girl mission stop global crisis. infiltrate chemical site pursue criminal snow bike save hostage protect celebrity -- without breaking nail.","brighter mind medium inc.","19.99"
"b000phd8ha","steinberg sequel (pc mac) music creation & performance software","sequel affordable easy-to-use music studio designed first-time computer music enthusiasts. combining intuitive tool record edit mix perform music great-sounding loop instrument effect sequel perfect first step music production performance. sequel run pc mac come massive library 5000 loop 600 ready-to-play instrument sound stunning effect state-of-the-art audio engine preferred many world-class producer around globe. never fun create music computer!","steinberg","129.0"
"b0006aao96","miraizon cinematize 2 (mac)","cinematize 2 - miraizon","miraizon","69.99"
"b0002jtvng","bias deck le 3.5 macintosh cd","want record music audio like pro - feel like breaking bank - we've got great news you: deck 3.5 le!deck 3.5 le turn mac full-fledged recording studio. easily record 12 track full cd quality. edit work instantly (while always able revert original recordings) process track using eq built-in digital signal processing even play back midi file perfect sync. done recording mix using deck 3.5 le's virtual mixing console.deck 3.5 le everything need some. sure could always take month learn multitrack software buy complicated (and expensive) hardware recorder. solution easy use fast learn compatible many audio interfaces.","bias","99.0"
"b000ub66ha","adobe cs3 design premium macosx dvd","design premium cs3 3 mac ed 1u","adobe","599.0"
"b000hl1eie","power production storyboard quick","storyboard quick easy-to-use quick-to-create professional storyboarding tool director writer producer creatives need perfect combination power creativity ease use. new feature content storyboard quick make organize idea create shot sell concept make movie! use digital photo location add character scene print storyboards number professional format import digital image almost file type export board html/create website storyboards draw tool draw frame add text frame view arrange entire project overview save time money using quickest easiest digital storyboard solution!","power production","0.0"
"b000feyg7o","civilization iv dvd-rom (mac)","civilization recognized one greatest game franchise all-time. fun incredibly addictive strategy game reach new height civilization iv. new way play win along new tool manage expand civilization. civilization come life like never beautifully detailed living 3d world -- all-new easy use mod capability intense multiplayer mode options. must-have gamers around world! rule throughout time create legacy guide civilization dawn man space age beyond. implement new technology conduct diplomacy wage war grow society become powerful leader world ever known. flexible tech tree allows player strategic choice developing civilization team play offer new way setting locked alliance result shared wonder effect visibility unit trading shared territory 70 in-game movie animated sequence advance story","aspyr medium","49.99"
"b000bx5ggy","apple shake 4.1 visual effect (mac)","shake 4.1 let leverage creative work producing final cut studio even tight production budgets. shake provides compositing software complete toolset single artist visual effect facility -- combination produce world's celebrated visual effects. use shake create convincing photorealistic hollywood-caliber visual effect -- desktop.","apple computer","499.0"
"b0002vjvxy","comic book library","marvel comic book library relive first 10 adventure 10 classic marvel character one super-powered cd-rom work pc macs! that's 100 complete comic book character bios three free bonus comic highlighting debut subsequent storyline spider-man (1962) incredible hulk (1962) daredevil (1964) x-men (1975) fantastic four (1961) captain america (1964) avenger (1963) namor sub-mariner (1962) iron man (1963) silver surfer (1966). issue numbers: spider-man - 1 2 3 4 5 6 7 8 9 15; avenger - 1 2 3 4 5 6 7 8 9 10; captain america - 59 60 61 62 63 64 65 66 67 68; daredevil - 1 2 3 4 5 6 7 8 9 10; fantastic four - 1 2 3 4 5 6 7 8 9 10; hulk - 1 2 3 4 5 6 60 61 62 63; tale suspense - 39 40 41 42 43 44 45 46 47 48; silver surfer - 1 2 3 4 5 6 7 8 9 10; submariner - 70 71 72 73 74 75 76 77 78 79; x-men - 1 94 95 96 97 98 99 100 101 102. system requirement pc: window 98 higher; 6mb available hard disk space; 64mb ram; netscape navigator 4.x microsoft internet explorer 5.x later; mouse pointing device. system requirement mac: mac o x; minimum 64mb ram; netscape navigator 4.x microsoft internet explorer 5.x later; mouse pointing device.","marvel","49.99"
